38
   1       -244.7314997818
   2       -244.8450699391
   3       -244.9137655780
   4       -244.9521713770
   5       -244.9702946715
   6       -244.9716058846
   7       -244.9627410680
   8       -244.9507473675
   9       -244.9370406748
  10       -244.9225328182
  11       -244.9078240456
  12       -244.8933185611
  13       -244.8792986658
  14       -244.8659651276
  15       -244.8534349193
  16       -244.8417695273
  17       -244.8310097510
  18       -244.8211678868
  19       -244.8122323769
  20       -244.8041682679
  21       -244.7969193960
  22       -244.7904155709
  23       -244.7845807394
  24       -244.7793402315
  25       -244.7746264226
  26       -244.7703796763
  27       -244.7665485513
  28       -244.7630892339
  29       -244.7599638901
  30       -244.7571391161
  31       -244.7545857184
  32       -244.7522777274
  33       -244.7501915547
  34       -244.7483063403
  35       -244.7466031773
  36       -244.7450653259
  37       -244.7436768971
  38       -244.7424232237
