57
   1       -244.7667111339
   2       -244.8417194643
   3       -244.8938786750
   4       -244.9292785098
   5       -244.9523110982
   6       -244.9661701653
   7       -244.9732126536
   8       -244.9737782327
   9       -244.9693915979
  10       -244.9636855476
  11       -244.9555246704
  12       -244.9468437729
  13       -244.9379974901
  14       -244.9285529963
  15       -244.9207112684
  16       -244.9114259055
  17       -244.9022618438
  18       -244.8932972511
  19       -244.8845884940
  20       -244.8761748553
  21       -244.8680823998
  22       -244.8603267498
  23       -244.8529154445
  24       -244.8458498403
  25       -244.8391266668
  26       -244.8327393278
  27       -244.8266788325
  28       -244.8209346326
  29       -244.8154951353
  30       -244.8103481516
  31       -244.8054811956
  32       -244.8008817167
  33       -244.7965372681
  34       -244.7924356246
  35       -244.7885648603
  36       -244.7849134149
  37       -244.7814701034
  38       -244.7782241708
  39       -244.7751652745
  40       -244.7722835026
  41       -244.7695693704
  42       -244.7670138031
  43       -244.7646081367
  44       -244.7623441361
  45       -244.7602139351
  46       -244.7582100407
  47       -244.7563253278
  48       -244.7545531178
  49       -244.7528897215
  50       -244.7513302064
  51       -244.7498680453
  52       -244.7484970395
  53       -244.7472113701
  54       -244.7460055769
  55       -244.7448745525
  56       -244.7438135069
  57       -244.7428179381
