57
   1       -244.7689545564
   2       -244.8431774489
   3       -244.8947590633
   4       -244.9297506660
   5       -244.9525131447
   6       -244.9662161132
   7       -244.9731984947
   8       -244.9735770472
   9       -244.9692946974
  10       -244.9631218833
  11       -244.9556326427
  12       -244.9472622784
  13       -244.9383406925
  14       -244.9291173918
  15       -244.9197803218
  16       -244.9104701777
  17       -244.9012913418
  18       -244.8923202528
  19       -244.8836117763
  20       -244.8752040351
  21       -244.8671220662
  22       -244.8593806635
  23       -244.8519866475
  24       -244.8449407376
  25       -244.8382391126
  26       -244.8318746792
  27       -244.8258380719
  28       -244.8201184086
  29       -244.8147038573
  30       -244.8095820364
  31       -244.8047403049
  32       -244.8001659831
  33       -244.7958465130
  34       -244.7917695739
  35       -244.7879231599
  36       -244.7842956344
  37       -244.7808757685
  38       -244.7776527678
  39       -244.7746162743
  40       -244.7717563592
  41       -244.7690635269
  42       -244.7665286963
  43       -244.7641432034
  44       -244.7618987943
  45       -244.7597876038
  46       -244.7578021205
  47       -244.7559352320
  48       -244.7541801320
  49       -244.7525303914
  50       -244.7509799057
  51       -244.7495228676
  52       -244.7481537633
  53       -244.7469205431
  54       -244.7456588266
  55       -244.7446111547
  56       -244.7435628286
  57       -244.7425793554
