6
1 2 MORSE 0.136 1.83  1.5037393733
2 3 MORSE 0.230 2.27  1.22132354  
2 4 MORSE 0.230 2.27  1.22132354
1 5 MORSE 0.226 1.68  1.087666067 
1 6 MORSE 0.226 1.68  1.087666067
1 7 MORSE 0.226 1.68  1.087666067
