6
1 2 MORSE 0.122 1.91  1.5037393733
2 3 MORSE 0.227 2.24  1.22132354  
2 4 MORSE 0.227 2.24  1.22132354
1 5 MORSE 0.216 1.63  1.087666067 
1 6 MORSE 0.216 1.63  1.087666067
1 7 MORSE 0.216 1.63  1.087666067
