47
   1       -244.6044806863
   2       -244.7519053203
   3       -244.8470172198
   4       -244.9068967660
   5       -244.9430060307
   6       -244.9631379798
   7       -244.9726460671
   8       -244.9733454137
   9       -244.9687372565
  10       -244.9625096032
  11       -244.9554014670
  12       -244.9478963699
  13       -244.9403064904
  14       -244.9328265152
  15       -244.9255707258
  16       -244.9186010478
  17       -244.9119481616
  18       -244.9056256719
  19       -244.8996382391
  20       -244.8939909274
  21       -244.8886681452
  22       -244.8836694932
  23       -244.8789857825
  24       -244.8746031739
  25       -244.8705152996
  26       -244.8667046875
  27       -244.8631585969
  28       -244.8598631048
  29       -244.8568046855
  30       -244.8539699577
  31       -244.8513455594
  32       -244.8489181114
  33       -244.8466743351
  34       -244.8446010974
  35       -244.8426856142
  36       -244.8409154675
  37       -244.8392790114
  38       -244.8377654429
  39       -244.8363645885
  40       -244.8350671547
  41       -244.8338646823
  42       -244.8327495536
  43       -244.8317147591
  44       -244.8307538266
  45       -244.8298610015
  46       -244.8290312018
  47       -244.8282595443
